proposal_id,itinerary_id,proposed_by_user_id,action,target_item_id,entity_type,entity_id,title,rationale,cost_delta,currency,closes_at,status,created_at,updated_at
prp_308fdda9,itn_8510d4c4,usr_6043ede2,remove,itm_17f88435,poi,poi_f2c367a7,Remove: Cliff Walk,,0.00,INR,2026-07-31T10:00:00+05:30,open,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_96528d2a,itn_43be7289,usr_76c235d5,add,,poi,poi_cbc7b76a,Add: Hot Springs,,350.00,INR,2026-08-08T10:00:00+05:30,expired,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6242d51a,itn_fa32a085,usr_13d8f6bd,replace,itm_a60d6165,poi,poi_6da0c869,Replace: Blue Pottery Workshop,Two of us have already seen the original.,0.00,INR,2026-08-05T10:00:00+05:30,expired,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3b2bdd43,itn_492b65ee,usr_506012f1,add,,poi,poi_07f7299f,Add: Butterfly Reserve,"Opens at six, so it works before the train.",-400.00,INR,2026-08-24T10:00:00+05:30,rejected,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d3c8e014,itn_1bdd9c00,usr_520d9624,replace,itm_41055b62,poi,poi_f9454648,Replace: Ayurveda Centre,Two of us have already seen the original.,-400.00,INR,2026-07-30T10:00:00+05:30,accepted,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4e759e4f,itn_aad1300c,usr_942658c9,add,,poi,poi_b342c8f0,Add: Varanasi Street Food Lane,"Opens at six, so it works before the train.",350.00,INR,2026-08-06T10:00:00+05:30,rejected,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9e15c570,itn_e2338da4,usr_60c3a39a,reschedule,itm_2ee06dc3,poi,poi_6a0f0d6b,Reschedule: Ridge Lookout,The forecast is bad that afternoon.,-1200.00,INR,2026-08-27T10:00:00+05:30,open,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a20d5ca6,itn_d5705104,usr_abeaa148,replace,itm_873a7bb7,poi,poi_a03d90a4,Replace: Quiet Bay,Two of us have already seen the original.,38.64,SGD,2026-08-22T10:00:00+05:30,rejected,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_139067e8,itn_f28ca5bf,usr_b021d103,add,,poi,poi_72bc15f6,Add: Water Palace,,350.00,INR,2026-08-12T10:00:00+05:30,open,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3cc163a3,itn_1530916c,usr_72dfb712,replace,itm_06567b76,poi,poi_a2b2ebb4,"Replace: Jazz Cellar, Amritsar","Opens at six, so it works before the train.",2400.00,INR,2026-08-05T10:00:00+05:30,expired,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_41d8f5c7,itn_3d12ed87,usr_de458aa5,replace,itm_36a2613c,poi,poi_5e69bc20,Replace: Handloom Cooperative,The forecast is bad that afternoon.,0.00,INR,2026-08-06T10:00:00+05:30,open,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_7398b831,itn_27981f52,usr_52257a0a,replace,itm_a639cfcf,poi,poi_e5aee907,Replace: Ridge Lookout,,350.00,INR,2026-08-13T10:00:00+05:30,accepted,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_423b50bc,itn_34806800,usr_fa3a9dd6,reschedule,itm_04db73ac,poi,poi_f161b897,Reschedule: Riverside Lounge,Two of us have already seen the original.,0.00,INR,2026-08-10T10:00:00+05:30,accepted,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_beb2be02,itn_d8a4d37f,usr_55b114d5,replace,itm_442bc764,poi,poi_9bd455da,Replace: Yoga Shala,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-23T10:00:00+05:30,open,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a7d9b1ef,itn_0b0eea9c,usr_62a77a41,add,,poi,poi_fc2fe936,Add: Hilltop Shrine,Cheaper and closer to where we are staying that morning.,350.00,INR,2026-08-05T10:00:00+05:30,rejected,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_0435cb3f,itn_ba322289,usr_6479c45c,replace,itm_d2ea52cb,poi,poi_e78bfaee,Replace: Fishermen's Cove,Cheaper and closer to where we are staying that morning.,350.00,INR,2026-08-24T10:00:00+05:30,accepted,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2e319f58,itn_cbbdb701,usr_3190040f,add,,poi,poi_79d812fe,Add: Blue Pottery Workshop,Cheaper and closer to where we are staying that morning.,350.00,INR,2026-08-16T10:00:00+05:30,accepted,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_78c3d787,itn_4316da01,usr_373b76a9,add,,poi,poi_455fd66d,Add: Riverside Ghats,"Opens at six, so it works before the train.",-1200.00,INR,2026-07-30T10:00:00+05:30,open,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4ca2b587,itn_8f6a72d8,usr_85c09ee4,add,,poi,poi_0fa49039,Add: Hot Springs,The forecast is bad that afternoon.,350.00,INR,2026-08-21T10:00:00+05:30,expired,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1f3b73df,itn_2de94997,usr_1af66a73,add,,poi,poi_ea89965b,Add: Quiet Bay,,900.00,INR,2026-08-25T10:00:00+05:30,rejected,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_db7b0ac5,itn_5c15acd2,usr_76046cf3,add,,poi,poi_ac776f7b,Add: Cycling Loop,"Opens at six, so it works before the train.",350.00,INR,2026-08-12T10:00:00+05:30,open,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_05ea0635,itn_1018089f,usr_e459a18c,add,,poi,poi_ef77702c,Add: Alleppey Bazaar,"Opens at six, so it works before the train.",350.00,INR,2026-08-04T10:00:00+05:30,accepted,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3b30f541,itn_ffc2c7f3,usr_d32b1be5,add,,poi,poi_a3563f3f,Add: Ridge Lookout,The forecast is bad that afternoon.,-400.00,INR,2026-08-05T10:00:00+05:30,expired,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2c5b12e8,itn_3c2ac8b9,usr_e5b92b52,reschedule,itm_cb3c865b,poi,poi_d158bf55,Reschedule: Leh Bird Sanctuary,,-400.00,INR,2026-07-30T10:00:00+05:30,rejected,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_7118c014,itn_9a9fc11a,usr_e1cd7b02,add,,poi,poi_d10153d7,Add: Hot Springs,,2400.00,INR,2026-07-30T10:00:00+05:30,open,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_8b3a1619,itn_da23ddbe,usr_9d32306d,reschedule,itm_3e199537,poi,poi_c3cf2431,Reschedule: Royal Cenotaphs,,350.00,INR,2026-08-27T10:00:00+05:30,open,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c15acbe9,itn_acc53645,usr_e1d938d9,remove,itm_451946da,poi,poi_b68d9ac4,Remove: North Beach,"Opens at six, so it works before the train.",-1200.00,INR,2026-08-19T10:00:00+05:30,expired,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4d9e48d0,itn_7b57f928,usr_0af476d1,remove,itm_e1f7d7ed,poi,poi_98d86477,Remove: Hot Springs,Two of us have already seen the original.,2400.00,INR,2026-08-22T10:00:00+05:30,rejected,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6e13e1d6,itn_f23cf6a9,usr_5de9da21,add,,poi,poi_41810a53,Add: Hilltop Shrine,"Opens at six, so it works before the train.",-4260.00,LKR,2026-08-08T10:00:00+05:30,open,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_db55932b,itn_a2e795e4,usr_bc8d5d3b,reschedule,itm_456cebf3,poi,poi_671bd504,Reschedule: Kayaking at Aurangabad,"Opens at six, so it works before the train.",900.00,INR,2026-08-23T10:00:00+05:30,expired,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a73d8877,itn_3940162c,usr_72796feb,reschedule,itm_31f9f067,poi,poi_670d2abe,Reschedule: Ayurveda Centre,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-08-27T10:00:00+05:30,accepted,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c6f9500b,itn_21432ab8,usr_f12ab863,reschedule,itm_96e141c4,poi,poi_ac798552,Reschedule: Quiet Bay,,39.69,AED,2026-08-16T10:00:00+05:30,open,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_ed46ddb0,itn_539dc7fd,usr_cb3be250,add,,poi,poi_3ce3c3f2,Add: Antique Lane,The forecast is bad that afternoon.,-400.00,INR,2026-08-13T10:00:00+05:30,expired,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4f24653c,itn_60fade9a,usr_2e562f89,add,,poi,poi_7266e8b1,Add: Watchtower Terrace,Two of us have already seen the original.,2400.00,INR,2026-08-27T10:00:00+05:30,expired,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9ce815da,itn_c9ce0aa5,usr_c010ce3c,add,,poi,poi_f069d484,Add: Rooftop Live Music,Two of us have already seen the original.,0.00,INR,2026-08-13T10:00:00+05:30,rejected,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_74f3898a,itn_e9e9bac2,usr_fe54affe,remove,itm_9d08c7de,poi,poi_f069d484,Remove: Rooftop Live Music,"Opens at six, so it works before the train.",-168.40,THB,2026-08-11T10:00:00+05:30,expired,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_feec53d5,itn_3d6b3431,usr_d1c73fb8,remove,itm_ab5eac04,poi,poi_26fca860,Remove: Tea Estate Trail,"Opens at six, so it works before the train.",2400.00,INR,2026-08-19T10:00:00+05:30,rejected,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f0d23094,itn_22f71d89,usr_fc8fd348,reschedule,itm_13ffaac2,poi,poi_c07155aa,Reschedule: Bengaluru Bird Sanctuary,Cheaper and closer to where we are staying that morning.,2400.00,INR,2026-08-18T10:00:00+05:30,accepted,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3b5da1bc,itn_f2e815ac,usr_d032c2ca,replace,itm_63c8933e,poi,poi_99d11758,Replace: Hot Springs,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-12T10:00:00+05:30,open,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_46a7a0be,itn_3707cd51,usr_ae35e63d,reschedule,itm_5741d123,poi,poi_886b5e19,Reschedule: Chhatri Complex,The forecast is bad that afternoon.,900.00,INR,2026-07-29T10:00:00+05:30,accepted,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_062aa305,itn_d0b178bc,usr_62b3f8b8,add,,poi,poi_01f1e4a6,Add: Museum of Coins,"Opens at six, so it works before the train.",0.00,INR,2026-08-25T10:00:00+05:30,accepted,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9053f99b,itn_427ee9e7,usr_5dec704e,remove,itm_8b6ebc46,poi,poi_35d011e8,Remove: Botanical Gardens,The forecast is bad that afternoon.,-400.00,INR,2026-07-30T10:00:00+05:30,rejected,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_ffbf968f,itn_e1cba118,usr_3d56531d,add,,poi,poi_d668c5ae,Add: Cycling Loop,Two of us have already seen the original.,-1200.00,INR,2026-08-11T10:00:00+05:30,accepted,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f43c16a1,itn_9e2fadf1,usr_2136e1fa,remove,itm_d17ce78f,poi,poi_7bf0ffd4,Remove: Watchtower Terrace,"Opens at six, so it works before the train.",-52.92,AED,2026-08-10T10:00:00+05:30,open,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5e3d58d6,itn_1bbe8d5e,usr_6e3b5c10,add,,poi,poi_39f134c5,Add: Zipline Point,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-06T10:00:00+05:30,accepted,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3755dcb1,itn_906a171c,usr_58d2b52f,reschedule,itm_8e12facc,poi,poi_9af6a696,Reschedule: Male Lake,Two of us have already seen the original.,2400.00,INR,2026-08-01T10:00:00+05:30,accepted,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4c20f056,itn_74736901,usr_aefdae86,reschedule,itm_35d894da,poi,poi_d2d9d668,Reschedule: Crocodile Park,The forecast is bad that afternoon.,-1200.00,INR,2026-08-22T10:00:00+05:30,rejected,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_58f6beca,itn_0f5ab070,usr_8e226071,reschedule,itm_06f3103d,poi,poi_277d6ca8,Reschedule: Kuala Lumpur Bazaar,Two of us have already seen the original.,0.00,INR,2026-08-05T10:00:00+05:30,accepted,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d3e34be8,itn_9c480daf,usr_68f38693,reschedule,itm_e3f77ffe,poi,poi_566ecbdf,Reschedule: Ridge Lookout,Two of us have already seen the original.,-1200.00,INR,2026-08-05T10:00:00+05:30,accepted,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d1a7eda5,itn_0e3177ff,usr_50bced56,remove,itm_73a2071f,poi,poi_9096d3f8,Remove: Elephant Camp,"Opens at six, so it works before the train.",0.00,INR,2026-07-29T10:00:00+05:30,accepted,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6afe7425,itn_d92af403,usr_ef2f6a43,add,,poi,poi_1fcbd044,"Add: Old Palace, Kyoto",The forecast is bad that afternoon.,-400.00,INR,2026-08-12T10:00:00+05:30,accepted,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e1fb8f32,itn_91204091,usr_65b43f7e,reschedule,itm_3ab42039,poi,poi_e5100a66,Reschedule: Coffee Roastery Tour,Cheaper and closer to where we are staying that morning.,-21.48,MYR,2026-08-01T10:00:00+05:30,expired,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6f2493e6,itn_edbe6b7c,usr_228f37bd,reschedule,itm_181cbfc1,poi,poi_3f6cade0,Reschedule: Hot Springs,Two of us have already seen the original.,350.00,INR,2026-08-09T10:00:00+05:30,accepted,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d79abe4b,itn_7683b20d,usr_d20b2a69,replace,itm_efd3dd87,poi,poi_02a01ef8,Replace: Paragliding Launch,,0.00,SGD,2026-08-12T10:00:00+05:30,open,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c6f8de6f,itn_78af7140,usr_cf6d7fc2,add,,poi,poi_a94aa23b,Add: Quiet Bay,,2400.00,INR,2026-08-22T10:00:00+05:30,expired,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f9672db9,itn_a1aff0ac,usr_bedf358a,add,,poi,poi_80512660,Add: Butterfly Reserve,,350.00,INR,2026-08-16T10:00:00+05:30,open,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5ec3e258,itn_f34f8ea2,usr_c221a5aa,add,,poi,poi_98ccdcef,Add: Kayaking at Gokarna,The forecast is bad that afternoon.,-1920.00,NPR,2026-08-03T10:00:00+05:30,accepted,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5fe64b31,itn_99427d44,usr_ce38459a,add,,poi,poi_09642bc5,Add: Lighthouse Beach,Cheaper and closer to where we are staying that morning.,-400.00,INR,2026-08-27T10:00:00+05:30,rejected,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_70f25210,itn_24cd1b89,usr_842437da,remove,itm_1fa93d0e,poi,poi_c21309f4,Remove: Sunset Point,,2400.00,INR,2026-08-02T10:00:00+05:30,rejected,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e38ed083,itn_e45d5bdc,usr_949a215d,add,,poi,poi_b52743ff,Add: Elephant Camp,Two of us have already seen the original.,2400.00,INR,2026-08-09T10:00:00+05:30,accepted,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_23f5097a,itn_75dc4f6b,usr_f96768fc,add,,poi,poi_4fae986a,Add: City Walls Walk,Two of us have already seen the original.,0.00,INR,2026-07-29T10:00:00+05:30,open,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6060ce91,itn_40758440,usr_bc4a9809,add,,poi,poi_64085486,Add: Hot Springs,,350.00,INR,2026-08-19T10:00:00+05:30,accepted,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_0c1a80be,itn_9360706d,usr_a7185e16,add,,poi,poi_7b4e4d8d,Add: Jodhpur Bird Sanctuary,"Opens at six, so it works before the train.",0.00,INR,2026-08-02T10:00:00+05:30,accepted,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c408aebf,itn_13b9cde9,usr_9e65154f,add,,poi,poi_0c5014db,Add: Lighthouse Beach,,2400.00,INR,2026-08-14T10:00:00+05:30,expired,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1ccc26eb,itn_dcade173,usr_7f26d855,add,,poi,poi_84400ff6,Add: Hot Springs,The forecast is bad that afternoon.,2400.00,INR,2026-08-19T10:00:00+05:30,open,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_88d399c3,itn_b956b199,usr_7faf6134,add,,poi,poi_b72516ce,Add: Blue Pottery Workshop,Two of us have already seen the original.,-21.48,MYR,2026-07-29T10:00:00+05:30,expired,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2e6271d6,itn_145f993c,usr_24e54a31,add,,poi,poi_aeffb89e,Add: Ayurveda Centre,"Opens at six, so it works before the train.",0.00,INR,2026-08-20T10:00:00+05:30,expired,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_293f073b,itn_0d28baa5,usr_9c3deed5,remove,itm_28ca4650,poi,poi_eb938fe9,Remove: Lighthouse Beach,,0.00,INR,2026-08-16T10:00:00+05:30,rejected,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_55fb73c5,itn_0f4fe41a,usr_8f32fd7a,replace,itm_460539af,poi,poi_a0cb84df,Replace: Watchtower Terrace,"Opens at six, so it works before the train.",1242.50,LKR,2026-08-14T10:00:00+05:30,accepted,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_304631f8,itn_7213dacf,usr_d6801dce,remove,itm_8edff300,poi,poi_63594b52,Remove: Water Palace,,-1200.00,INR,2026-08-04T10:00:00+05:30,accepted,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_83b19f47,itn_e4494f25,usr_b50df034,add,,poi,poi_26fca860,Add: Tea Estate Trail,Cheaper and closer to where we are staying that morning.,2400.00,INR,2026-08-02T10:00:00+05:30,open,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
