vote_id,proposal_id,user_id,value,weight,comment,cast_at,updated_at
vot_2f0fcd4b,prp_794475ce,usr_c010ce3c,yes,1,Fine either way.,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ee02d98e,prp_794475ce,usr_322bb31e,yes,1.5,Only if we skip the museum.,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_11b352c4,prp_794475ce,usr_8e89346c,yes,1,No — too far.,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5e46245b,prp_794475ce,usr_80a41666,yes,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b08921a9,prp_a283f528,usr_98ca8444,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3627d09c,prp_a283f528,usr_52de2228,no,1.5,,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e8b7aea0,prp_b42c7fb9,usr_45175b03,yes,1,No — too far.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_993bf2a5,prp_b42c7fb9,usr_04b21637,abstain,1,Fine either way.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6309a11a,prp_006f97ae,usr_bbd1ced8,yes,1,Fine either way.,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d8ab28d9,prp_006f97ae,usr_23811da7,no,1,Only if we skip the museum.,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0e78f83f,prp_006f97ae,usr_22a9ab26,no,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6cab6a40,prp_8480b8f0,usr_ce269698,no,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_811153dd,prp_8480b8f0,usr_8e51dcb0,yes,1.5,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f60defcd,prp_8480b8f0,usr_a9e888d0,yes,1,No — too far.,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2abaf624,prp_92494237,usr_ce09de03,no,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ec797257,prp_92494237,usr_47d7ab5a,no,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8ed89630,prp_b1f64a2a,usr_0e9166f0,yes,1,Only if we skip the museum.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6cc9bfb4,prp_b1f64a2a,usr_d89a1dce,yes,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e2b3dd3f,prp_b1f64a2a,usr_be1c9458,no,1.5,Strongly prefer this.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7969a0ed,prp_fed0eff7,usr_9181bfe3,yes,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_645bd3d1,prp_fed0eff7,usr_172e9767,no,1,,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a51ae5ab,prp_fed0eff7,usr_12ad5ebd,no,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a494aba8,prp_fed0eff7,usr_5e9a11a1,yes,1.5,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0d2ce5a0,prp_a3780785,usr_2182a4d3,no,1.5,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_479ba979,prp_a3780785,usr_7da99ef5,yes,1,No — too far.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9c73d20e,prp_a3780785,usr_7b03ee88,yes,1,Fine either way.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4a3d2880,prp_fc58c269,usr_c94b68cc,yes,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_edddd486,prp_fc58c269,usr_05e40dfc,no,1.5,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cac329ed,prp_fc58c269,usr_e5bfa6cd,yes,1.5,Strongly prefer this.,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7c4f1e82,prp_fc58c269,usr_edf2bbfa,yes,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d7f62d74,prp_a6af81c4,usr_5e4aa2d9,no,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a44a20b6,prp_a6af81c4,usr_c4dc3602,abstain,1,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1726d0cd,prp_5f934f07,usr_0ae483ef,yes,1,Strongly prefer this.,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c3292673,prp_5f934f07,usr_edf2bbfa,abstain,1,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7a284a88,prp_5f934f07,usr_e7b2dd09,yes,1.5,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_904e3148,prp_a9c05ff2,usr_71852a92,no,1,No — too far.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f0792d59,prp_a9c05ff2,usr_e5b92b52,yes,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_047034a5,prp_8d4a44fd,usr_d6801dce,yes,1.5,Strongly prefer this.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_30b4bbbb,prp_8d4a44fd,usr_fa851b11,no,1.5,Strongly prefer this.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ee2ed469,prp_8d4a44fd,usr_bedf358a,yes,1,No — too far.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a327425f,prp_d7f1d679,usr_5f5edf0f,yes,1,,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_061826d3,prp_d7f1d679,usr_322fb6cb,no,1,Strongly prefer this.,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_dc11756e,prp_45ec5348,usr_2433031a,no,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_294e5c36,prp_45ec5348,usr_0cae1422,yes,1,Strongly prefer this.,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_37ba15b3,prp_45ec5348,usr_55abb9bc,yes,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ca493095,prp_45ec5348,usr_d3acd59c,no,1,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bfa02ca4,prp_f86d75af,usr_fcd9bdf6,no,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_86dae347,prp_f86d75af,usr_fedbd227,yes,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_18ffeac9,prp_f86d75af,usr_ce38459a,yes,1.5,Fine either way.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e9183dca,prp_e885c1ca,usr_14c698db,yes,1.5,No — too far.,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e6f9c150,prp_e885c1ca,usr_6be041f5,yes,1,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_38d4617f,prp_e885c1ca,usr_9ae9cbcb,yes,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c53b60d3,prp_56b2be64,usr_05306731,yes,1,Fine either way.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_13e4ec62,prp_56b2be64,usr_e2966606,no,1,,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_287afdab,prp_1e65b105,usr_18b5561e,yes,1,Only if we skip the museum.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4211c4a0,prp_1e65b105,usr_5638f607,no,1.5,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e455cd15,prp_1e65b105,usr_de0e4344,yes,1.5,No — too far.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1892f9be,prp_1e65b105,usr_9115fc7c,no,1,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_becaf64a,prp_28bca45f,usr_bc9d20fa,no,1,Only if we skip the museum.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_252c23be,prp_28bca45f,usr_d3cf0a5d,yes,1.5,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9ca3b6dc,prp_28bca45f,usr_b5327682,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4d96d58b,prp_28bca45f,usr_0f11ccce,no,1,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_48d23b85,prp_28bc0efd,usr_e21b6644,abstain,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_aa5ee61c,prp_28bc0efd,usr_55b114d5,yes,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6bf540de,prp_06254c76,usr_451855a4,yes,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9a2e91a6,prp_06254c76,usr_8e89346c,yes,1,Fine either way.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e7fcb96c,prp_06254c76,usr_9473419d,no,1.5,Fine either way.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_13aec8c4,prp_1565caa4,usr_3495d8ed,no,1,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c32ee291,prp_1565caa4,usr_353c55a8,no,1,Fine either way.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6eb77fd9,prp_c1ca0b81,usr_aefdae86,no,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8d3d5607,prp_c1ca0b81,usr_569f1f22,no,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a41966f1,prp_c1ca0b81,usr_60c3a39a,yes,1,Strongly prefer this.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cf00d9d7,prp_c1ca0b81,usr_1ef037a0,abstain,1,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0f04f4e1,prp_4f31896d,usr_3c2f4109,yes,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_94814765,prp_4f31896d,usr_96a8d3c5,abstain,1,Only if we skip the museum.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_02d5e9e4,prp_4f31896d,usr_d8cab59f,no,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1a7c3b94,prp_f05bb784,usr_52de2228,yes,1,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8cf0625e,prp_f05bb784,usr_35d340e3,abstain,1,Strongly prefer this.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0fd465eb,prp_d5db1cd1,usr_8f81432c,yes,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f3e02c9f,prp_d5db1cd1,usr_78afc45f,yes,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_fe98043a,prp_0b40ae23,usr_6c3fae7b,yes,1,Only if we skip the museum.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_877f56e7,prp_0b40ae23,usr_df77fb8e,no,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_88728977,prp_0b40ae23,usr_8e272905,abstain,1,,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f51fcec8,prp_e652837e,usr_aa216995,abstain,1.5,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8c9d0b6e,prp_e652837e,usr_cdc31bd3,no,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_69840586,prp_e652837e,usr_5bbebfef,no,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_746a4b19,prp_e652837e,usr_95492664,abstain,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_21994fd5,prp_6ed7fa9d,usr_749f5098,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a885ca90,prp_6ed7fa9d,usr_7edfea3c,no,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_90c2fd69,prp_6ed7fa9d,usr_7fa0a9c6,no,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5e8ced73,prp_6ed7fa9d,usr_7f9533ad,yes,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a9874aaa,prp_4736ac70,usr_108e6f0f,yes,1,Strongly prefer this.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3681630b,prp_4736ac70,usr_5d24ab68,yes,1.5,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6e55babf,prp_4736ac70,usr_c8ada8bd,no,1.5,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_66393fc0,prp_c8b93052,usr_87b11a4d,yes,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ef369cc8,prp_c8b93052,usr_d1c73fb8,yes,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b9b3e3fc,prp_c8b93052,usr_ee57ec9a,no,1,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5b14829e,prp_a8d4af25,usr_2808d36a,yes,1,Strongly prefer this.,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_aa8c8677,prp_a8d4af25,usr_6bf6f0c2,yes,1.5,Strongly prefer this.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_081f05e2,prp_a080f1b7,usr_48f9bd76,yes,1,,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_60846a07,prp_a080f1b7,usr_acbd09a0,yes,1,Only if we skip the museum.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b91d1cb3,prp_a080f1b7,usr_22e61dad,no,1.5,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_67681ffa,prp_e307796e,usr_ada33731,abstain,1.5,Fine either way.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_97ccea41,prp_e307796e,usr_14c698db,yes,1,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f54eccd0,prp_e307796e,usr_e5bfa6cd,no,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c382d477,prp_556782d3,usr_8ff59c1a,yes,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_67eea7f2,prp_556782d3,usr_32a5a217,no,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c09bc8b1,prp_556782d3,usr_065fbc7f,yes,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ed1cc1ae,prp_680bf270,usr_ece2ab24,yes,1.5,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1711fb6f,prp_680bf270,usr_492b38ba,yes,1.5,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e10167a7,prp_33d730e6,usr_c3040a68,yes,1.5,Fine either way.,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_adf56970,prp_33d730e6,usr_ee6409a7,yes,1.5,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8409b88c,prp_33d730e6,usr_6f068e43,yes,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_75b1f42d,prp_33d730e6,usr_37079a82,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_710c1b61,prp_898b6972,usr_c9451968,yes,1.5,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_110ef834,prp_898b6972,usr_bff7bdb8,yes,1.5,,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_771f1649,prp_b6a44052,usr_5b790166,yes,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3b530d99,prp_b6a44052,usr_7b318031,yes,1.5,Strongly prefer this.,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d82bc737,prp_b6a44052,usr_cb3be250,abstain,1,Only if we skip the museum.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f2a3b257,prp_b6a44052,usr_4bf78f59,yes,1,Fine either way.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6dac6280,prp_b0a58296,usr_e6863416,yes,1,Strongly prefer this.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e91af428,prp_b0a58296,usr_7b4006b0,no,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e95f8034,prp_f1e10c13,usr_866a8f33,yes,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bcb08ae0,prp_f1e10c13,usr_51275e79,yes,1,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_17cc1243,prp_9ac8fe9b,usr_2162d6ff,yes,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d0240f61,prp_9ac8fe9b,usr_268fdb85,no,1,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_31750a75,prp_9ac8fe9b,usr_86b17c0e,abstain,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bacec576,prp_be6fe96f,usr_14ca6dc1,yes,1,Fine either way.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_12f9fd21,prp_be6fe96f,usr_1bd9093b,yes,1,Only if we skip the museum.,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4b8b2041,prp_be6fe96f,usr_44604a9d,yes,1,Fine either way.,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2390afa2,prp_16e0326c,usr_e851fdeb,yes,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_892728cf,prp_16e0326c,usr_9e6dc4d3,yes,1,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_70aaffc3,prp_0b99abcc,usr_6498a0a8,no,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5701427d,prp_0b99abcc,usr_fd8f7b49,no,1,Fine either way.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a435f2a0,prp_0b99abcc,usr_045378e4,yes,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5931cdba,prp_77cf5452,usr_aacb82b1,yes,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9d5f9971,prp_77cf5452,usr_42dc4da4,abstain,1,Strongly prefer this.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5cdd327d,prp_ae7849b8,usr_6edece59,no,1.5,No — too far.,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e12b511c,prp_ae7849b8,usr_0b8f3bdc,yes,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_049357d0,prp_ae7849b8,usr_79248234,yes,1,Strongly prefer this.,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_df7cb03f,prp_ae7849b8,usr_58d2b52f,no,1.5,Only if we skip the museum.,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_38ee56f5,prp_76f310cb,usr_6361ffdd,abstain,1.5,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8586c44a,prp_76f310cb,usr_8b3ba681,abstain,1.5,Strongly prefer this.,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cbf5b1a4,prp_3a0ba250,usr_5f22c672,abstain,1,Only if we skip the museum.,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_12e60127,prp_3a0ba250,usr_40edb5af,no,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7ae3b997,prp_e8cec911,usr_8ddbc4ab,yes,1.5,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bb000309,prp_e8cec911,usr_5307f01f,yes,1,Strongly prefer this.,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_dd4dfc20,prp_e8cec911,usr_e10845c8,no,1,,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_20cca5f2,prp_e8cec911,usr_34f98272,yes,1,Strongly prefer this.,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_36a77f20,prp_68368ebc,usr_d7bc2e8d,no,1,Only if we skip the museum.,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1d09c7b7,prp_68368ebc,usr_e076a69d,no,1,,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d2f462f4,prp_68368ebc,usr_c0926c78,yes,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f7f200f6,prp_68368ebc,usr_6d4dd52b,yes,1.5,Strongly prefer this.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8440eb09,prp_d5765c85,usr_c94b68cc,abstain,1,Strongly prefer this.,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ce011f48,prp_d5765c85,usr_c24f45f3,yes,1,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e93b6119,prp_d5765c85,usr_b829ab46,no,1,,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_974acb12,prp_d5765c85,usr_4d83499f,no,1,Fine either way.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d2424713,prp_4140a7e7,usr_bac1ae76,yes,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_16bd2565,prp_4140a7e7,usr_2182a4d3,no,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_44732b26,prp_6044ad3e,usr_d3acd59c,yes,1,Only if we skip the museum.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_58ba79fe,prp_6044ad3e,usr_4b816f33,yes,1.5,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_29f9875f,prp_0ececf3f,usr_8846d546,abstain,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_651aca81,prp_0ececf3f,usr_0021edc6,yes,1,No — too far.,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ee264f79,prp_0ececf3f,usr_b2adbbfa,yes,1.5,No — too far.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3e52db67,prp_2ad10911,usr_cb3be250,yes,1,Only if we skip the museum.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0bfa0ca4,prp_2ad10911,usr_50bcfb30,yes,1,Only if we skip the museum.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1a6c25ff,prp_2ad10911,usr_4420259c,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cf34e443,prp_2ad10911,usr_96740172,yes,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a85cc40e,prp_4b076353,usr_0389057b,no,1,Only if we skip the museum.,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_01c4adc0,prp_4b076353,usr_a370271a,yes,1,No — too far.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f00da545,prp_7ae2382b,usr_7a1346e6,yes,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_71ea2244,prp_7ae2382b,usr_3ee2992a,yes,1,,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3e62c8e6,prp_7ae2382b,usr_1f3d6d92,yes,1.5,Fine either way.,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_084decfa,prp_5dd1bb30,usr_60cacdee,yes,1,Fine either way.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_72c7b929,prp_5dd1bb30,usr_8eb4e3e7,no,1,No — too far.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d748ce96,prp_5dd1bb30,usr_dab475d1,abstain,1,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2e673a13,prp_5dd1bb30,usr_b86dd891,yes,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_214ed29a,prp_653e72ab,usr_7b03ee88,no,1,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_48b49aa3,prp_653e72ab,usr_72d88a70,no,1,Strongly prefer this.,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7194ed4f,prp_653e72ab,usr_65303113,yes,1,Fine either way.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e34fca51,prp_62176990,usr_e95757cb,yes,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f3df3cc8,prp_62176990,usr_c46032f3,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_11e06593,prp_62176990,usr_ef82139e,yes,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8c4122a1,prp_308fdda9,usr_ab81846d,no,1,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7b370f24,prp_308fdda9,usr_e851fdeb,no,1,No — too far.,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_31d7f30d,prp_96528d2a,usr_76c235d5,yes,1,No — too far.,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_43bd0670,prp_96528d2a,usr_f23dc3eb,abstain,1.5,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bf0ef4da,prp_6242d51a,usr_13d8f6bd,no,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8525eaf2,prp_6242d51a,usr_b2c6fdd5,yes,1,,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d4c4e43e,prp_6242d51a,usr_e3b9431c,yes,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9f64a526,prp_6242d51a,usr_98212b28,no,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_46c4f8bc,prp_3b2bdd43,usr_f8162b43,abstain,1.5,Fine either way.,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a21ed789,prp_3b2bdd43,usr_373b76a9,yes,1.5,No — too far.,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0b0f79ad,prp_d3c8e014,usr_053e7434,no,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_22dbfdb0,prp_d3c8e014,usr_520d9624,no,1.5,,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
