interaction_id,user_id,entity_type,entity_id,interaction_type,occurred_at,dwell_seconds,position_in_list,query_text,query_language,channel,session_id,implicit_rating
uix_57cf5a0d,usr_373b76a9,poi,poi_76a11c20,save,2026-06-28T05:15:00+05:30,,,,,mobile_app,ses_5397ea4e8b5b,
uix_3e47a624,usr_373b76a9,poi,poi_09409c63,search,2026-03-11T18:00:00+05:30,,,cheap homestay close to the station,ta,web,ses_cfdb602d7f36,
uix_d6bb7d86,usr_373b76a9,poi,poi_63594b52,search,2026-02-10T04:30:00+05:30,,,wildlife day trip under 3000,ta,web,ses_3adc7d8b8055,0.02
uix_bfef6991,usr_373b76a9,poi,poi_22ce875f,view,2025-12-10T20:30:00+05:30,62,19,,,mobile_app,ses_b2118f23aec4,0.28
uix_eaa2e6a7,usr_0d27fb06,hotel,htl_647a13b7,like,2025-09-05T08:45:00+05:30,,,,,mobile_app,ses_923e6e512364,0.83
uix_279dd9a7,usr_0d27fb06,hotel,htl_647a13b7,click,2026-06-03T21:45:00+05:30,,3,,,web,ses_4600511e18a1,0.48
uix_197048fa,usr_0d27fb06,poi,poi_e8cfe658,like,2026-02-03T19:45:00+05:30,,,,,mobile_app,ses_ee11e62fd64e,0.85
uix_8a768391,usr_0d27fb06,hotel,htl_647a13b7,search,2025-09-03T03:30:00+05:30,,,sunset viewpoint that is not crowded,ta,partner,ses_ff687c93cd0b,0.08
uix_fba50210,usr_0d27fb06,poi,poi_f31cfd33,like,2025-07-19T14:15:00+05:30,,,,,web,ses_71a1eeabd770,0.71
uix_a2b2f28a,usr_0d27fb06,hotel,htl_647a13b7,search,2025-12-18T13:45:00+05:30,,,honeymoon package with a private pool,ta,call_centre,ses_1492539bc655,0.1
uix_d12bc178,usr_0d27fb06,poi,poi_18c77529,click,2026-03-22T09:30:00+05:30,,5,,,mobile_app,ses_ed223836537d,0.46
uix_62162b76,usr_0d27fb06,poi,poi_d2db3dab,view,2025-09-20T23:15:00+05:30,20,8,,,mobile_app,ses_68702961ecef,0.21
uix_a0a0effb,usr_0d27fb06,poi,poi_04f0ba08,view,2026-01-09T07:15:00+05:30,47,10,,,call_centre,ses_65612750e0d5,0.23
uix_609b96a2,usr_0d27fb06,hotel,htl_b7ca8001,dismiss,2026-06-15T19:00:00+05:30,,,,,call_centre,ses_12e89878673a,-0.5
uix_efbd8001,usr_0d27fb06,poi,poi_9eab0466,view,2026-02-08T12:45:00+05:30,131,19,,,web,ses_ec13d5100613,0.21
uix_6328801e,usr_0d27fb06,hotel,htl_92768774,view,2025-11-18T01:45:00+05:30,25,2,,,web,ses_ba2d908e357b,0.35
uix_e9763ecd,usr_0d27fb06,package,pkg_f1cd8999,click,2026-07-27T18:45:00+05:30,,9,,,web,ses_7ad0cb4e8857,
uix_5857d698,usr_0d27fb06,hotel,htl_5ea20ea8,view,2026-07-12T10:30:00+05:30,10,9,,,web,ses_be45475e8a1c,0.4
uix_eed602b6,usr_0d27fb06,package,pkg_9a5a8536,click,2026-05-24T21:15:00+05:30,,11,,,web,ses_f562e90788ba,0.56
uix_b557b687,usr_0d27fb06,poi,poi_d1c73e68,view,2025-12-22T20:00:00+05:30,11,1,,,mobile_app,ses_c32e7dafa02e,0.32
uix_c0906f0c,usr_0d27fb06,poi,poi_d2db3dab,search,2026-05-03T04:45:00+05:30,,,step free hotel in the old town,hi,web,ses_74cd8464f008,
uix_91f0179f,usr_0d27fb06,poi,poi_1dc221bb,view,2025-07-29T13:00:00+05:30,8,19,,,web,ses_3c0233f97750,
uix_38100ab0,usr_0d27fb06,poi,poi_b6e36b7d,like,2026-08-09T00:45:00+05:30,,,,,mobile_app,ses_8dd2ddbcf9ec,0.73
uix_9c5b3341,usr_0d27fb06,package,pkg_9a5a8536,view,2026-06-10T13:30:00+05:30,9,13,,,web,ses_70bff7fadb63,0.31
uix_dd1695fb,usr_0d27fb06,poi,poi_6e8951e7,view,2026-05-07T15:45:00+05:30,138,10,,,web,ses_031c2136d419,0.32
uix_21915616,usr_0d27fb06,poi,poi_d1c73e68,search,2026-01-12T22:30:00+05:30,,,family hotel with a kids pool,en-IN,mobile_app,ses_c06252fc371b,0.14
uix_9b0ea31d,usr_0d27fb06,poi,poi_9ebb50cc,view,2026-06-16T15:15:00+05:30,5,21,,,web,ses_159f85883def,0.29
uix_026a4af5,usr_0d27fb06,poi,poi_66e3b067,dismiss,2025-10-21T04:30:00+05:30,,,,,mobile_app,ses_b46967a485ea,-0.63
uix_de843d27,usr_0d27fb06,poi,poi_b6e36b7d,book,2026-02-04T05:00:00+05:30,,,,,web,ses_032b58224890,
uix_372658d6,usr_0d27fb06,hotel,htl_704d96f5,click,2025-11-02T03:00:00+05:30,,22,,,web,ses_58c98e3e6fa4,
uix_53ae958d,usr_0d27fb06,poi,poi_d1c73e68,like,2026-01-23T07:45:00+05:30,,,,,mobile_app,ses_c5deab00e421,0.82
uix_17fe0ae1,usr_0d27fb06,hotel,htl_b7ca8001,book,2026-08-07T01:45:00+05:30,,,,,web,ses_664ceaab315c,1.07
uix_4287ae54,usr_0d27fb06,poi,poi_4814eeb4,view,2026-04-11T03:45:00+05:30,45,8,,,agent,ses_a4cc46a4a52c,0.24
uix_1e7d9eef,usr_0d27fb06,poi,poi_e8cfe658,view,2025-10-29T19:15:00+05:30,26,11,,,web,ses_8ea2d8b033b6,0.32
uix_a243b5f9,usr_0d27fb06,poi,poi_e8cfe658,click,2026-03-24T12:00:00+05:30,,16,,,web,ses_ee5e729f4592,0.55
uix_c48891dd,usr_0d27fb06,hotel,htl_647a13b7,view,2026-02-08T01:45:00+05:30,60,6,,,web,ses_aac30786ceb0,0.2
uix_7c84a575,usr_0d27fb06,hotel,htl_4374ecd9,view,2026-08-17T10:00:00+05:30,14,22,,,web,ses_3c07b9bb01f6,0.24
uix_658a84d2,usr_0d27fb06,poi,poi_9ebb50cc,view,2026-03-15T09:00:00+05:30,24,13,,,agent,ses_48e82063c79e,0.3
uix_332c1b27,usr_0d27fb06,poi,poi_4814eeb4,click,2026-07-26T13:45:00+05:30,,17,,,mobile_app,ses_8b4efd0ac5b6,0.52
uix_c61fa9f4,usr_0d27fb06,poi,poi_4fc9345d,click,2026-02-28T17:45:00+05:30,,19,,,mobile_app,ses_8a87a142cdae,
uix_f89216fc,usr_0d27fb06,poi,poi_d1c73e68,share,2026-04-24T07:45:00+05:30,,,,,web,ses_2f668349a046,
uix_ff849cf7,usr_0d27fb06,hotel,htl_647a13b7,save,2026-02-04T03:00:00+05:30,,,,,web,ses_3f8e71b3be80,0.8
uix_b15d5151,usr_0d27fb06,poi,poi_8843e985,click,2026-04-23T11:00:00+05:30,,5,,,web,ses_006f7211e2e7,0.52
uix_31c8106f,usr_0d27fb06,poi,poi_e8cfe658,save,2026-02-28T00:45:00+05:30,,,,,web,ses_d6d1661a0312,0.89
uix_d75c4824,usr_0d27fb06,poi,poi_7b3b06ba,search,2026-01-13T03:00:00+05:30,,,street food tour in the evening,hi,partner,ses_1fa202981b35,0.09
uix_fc70b953,usr_0d27fb06,hotel,htl_b7ca8001,view,2026-05-28T04:15:00+05:30,7,9,,,call_centre,ses_d582e678df1d,0.38
uix_c499351b,usr_0d27fb06,poi,poi_4020e2ba,click,2025-10-21T08:30:00+05:30,,6,,,mobile_app,ses_b8ae0a508347,0.59
uix_d7d90377,usr_0d27fb06,poi,poi_b6e36b7d,click,2026-04-24T03:00:00+05:30,,15,,,mobile_app,ses_f4e0f444d731,
uix_1c0a0fd9,usr_5e79c66a,package,pkg_e075dd68,click,2025-08-24T12:15:00+05:30,,10,,,web,ses_64b1c9476914,
uix_572dbd58,usr_5e79c66a,hotel,htl_07bfe1c5,view,2025-11-20T14:15:00+05:30,18,21,,,mobile_app,ses_0b8955f50949,
uix_3bde002c,usr_5e79c66a,poi,poi_650bd47a,view,2025-11-30T13:00:00+05:30,18,4,,,web,ses_eecdc0c8968c,0.31
uix_42f1b388,usr_5e79c66a,hotel,htl_daff4ec9,click,2026-02-15T15:30:00+05:30,,5,,,mobile_app,ses_57340218dc27,
uix_c4d0d740,usr_5e79c66a,hotel,htl_298b4ec1,like,2026-03-17T22:45:00+05:30,,,,,web,ses_e918a6090016,0.72
uix_e78f9c75,usr_5e79c66a,hotel,htl_02220bb1,view,2026-07-24T13:45:00+05:30,8,7,,,mobile_app,ses_e3a4ac4cc18e,0.36
uix_e440c17a,usr_5e79c66a,poi,poi_204e9388,dismiss,2026-08-03T09:30:00+05:30,,,,,mobile_app,ses_3666f0ce55df,-0.63
uix_2ad5fcdc,usr_5e79c66a,poi,poi_9418fe97,share,2026-04-30T17:00:00+05:30,,,,,agent,ses_6514f97ed061,0.67
uix_edab98c8,usr_5e79c66a,poi,poi_98ccdcef,search,2026-03-09T21:00:00+05:30,,,wildlife day trip under 3000,hi,mobile_app,ses_212398360ad7,0.08
uix_406819d0,usr_5e79c66a,poi,poi_9c64b1e6,like,2026-02-02T00:00:00+05:30,,,,,web,ses_66ae1c24bbf7,0.74
uix_f62740d8,usr_5e79c66a,package,pkg_460b2dc6,view,2026-06-29T07:45:00+05:30,14,24,,,web,ses_c86aa09a5ca2,0.36
uix_c7194601,usr_5e79c66a,poi,poi_ddafcd82,search,2026-05-07T08:30:00+05:30,,,heritage walk with a guide,ta,mobile_app,ses_41d9ea875a5f,0.18
uix_82a9dab8,usr_5e79c66a,poi,poi_c0f909cd,click,2025-09-07T07:00:00+05:30,,3,,,web,ses_f9117aa004a4,0.44
uix_a1599945,usr_5e79c66a,poi,poi_ee54e1e8,dismiss,2026-01-05T02:30:00+05:30,,,,,web,ses_c669620dd177,-0.57
uix_66393fbf,usr_5e79c66a,hotel,htl_0c108c67,like,2025-07-22T02:30:00+05:30,,,,,web,ses_b9e95d5d6049,0.72
uix_e652db2b,usr_5e79c66a,hotel,htl_fd99a5e3,view,2026-07-11T20:00:00+05:30,78,8,,,web,ses_ed9e061b0548,
uix_1c082a85,usr_5e79c66a,poi,poi_e66efa5a,click,2026-07-26T18:45:00+05:30,,2,,,mobile_app,ses_7d54e4dcd218,0.48
uix_d38ed3c6,usr_5e79c66a,poi,poi_90420dc8,view,2026-04-07T07:30:00+05:30,14,6,,,mobile_app,ses_f24e2fcb32ae,0.31
uix_de248e3e,usr_5e79c66a,poi,poi_986efb66,search,2025-08-11T06:30:00+05:30,,,heritage walk with a guide,ta,web,ses_98a0f4678388,
uix_99920112,usr_5e79c66a,poi,poi_dd78baa6,save,2026-01-15T08:30:00+05:30,,,,,web,ses_66729264e36d,0.85
uix_cc13f2d3,usr_5e79c66a,poi,poi_cfe191ae,search,2026-05-29T05:30:00+05:30,,,sunset viewpoint that is not crowded,en-IN,web,ses_bce0089f0b08,0.15
uix_13e6c92c,usr_5e79c66a,poi,poi_ac50e745,save,2026-01-01T06:30:00+05:30,,,,,mobile_app,ses_822cc8a49055,0.75
uix_bd77ea24,usr_5e79c66a,poi,poi_e66efa5a,view,2026-06-30T10:45:00+05:30,38,17,,,web,ses_6bf93636acf2,0.37
uix_7901baa7,usr_5e79c66a,poi,poi_30da8634,like,2025-07-31T04:45:00+05:30,,,,,mobile_app,ses_5bf0aff43ca1,0.7
uix_2f301548,usr_5e79c66a,poi,poi_688a1740,view,2025-12-05T08:00:00+05:30,103,2,,,web,ses_38dce0d25b77,0.25
uix_a1cf5544,usr_5e79c66a,hotel,htl_5ea20ea8,save,2026-02-05T04:15:00+05:30,,,,,web,ses_ce25b02d210a,0.81
uix_00a21b97,usr_5e79c66a,hotel,htl_bfce4849,view,2025-10-28T00:00:00+05:30,9,15,,,mobile_app,ses_f4011645b397,0.24
uix_b3225d27,usr_5e79c66a,poi,poi_2415e02a,click,2025-08-08T03:45:00+05:30,,8,,,mobile_app,ses_984ad8f256ee,
uix_551163e5,usr_5e79c66a,poi,poi_a2cbcb8a,click,2026-03-08T00:15:00+05:30,,15,,,mobile_app,ses_555853f8926b,0.5
uix_a49c6ffb,usr_5e79c66a,poi,poi_f180e07b,like,2026-01-28T07:30:00+05:30,,,,,web,ses_b6545d99e16d,
uix_e0d4fea8,usr_abeaa148,poi,poi_89f63dd0,dismiss,2026-05-24T03:00:00+05:30,,,,,mobile_app,ses_ca996128b56e,-0.59
uix_33600f34,usr_abeaa148,poi,poi_dd011b96,like,2025-07-15T17:15:00+05:30,,,,,mobile_app,ses_7085a4dec91f,0.81
uix_3eb87c78,usr_abeaa148,hotel,htl_c05586df,like,2026-07-12T12:30:00+05:30,,,,,agent,ses_36041edfdedb,0.75
uix_dd75e851,usr_abeaa148,poi,poi_79d8aa6b,click,2026-05-20T00:30:00+05:30,,10,,,web,ses_6e08fdc23414,0.55
uix_7c1e215d,usr_d981bf20,poi,poi_c9b77fcd,view,2026-06-19T02:30:00+05:30,7,3,,,mobile_app,ses_336dc51f43b9,0.4
uix_94574066,usr_d981bf20,hotel,htl_a26dc64e,save,2026-01-28T01:45:00+05:30,,,,,web,ses_62b48b8b4a26,
uix_00cc5426,usr_d981bf20,poi,poi_89bf902e,view,2025-09-19T03:45:00+05:30,22,18,,,web,ses_2901b48131d6,
uix_a64ab742,usr_d981bf20,poi,poi_36905b4d,like,2025-12-25T00:15:00+05:30,,,,,web,ses_c4a2d829dcaa,0.79
uix_067f228e,usr_d981bf20,poi,poi_ae95e1be,view,2025-10-30T16:15:00+05:30,192,8,,,mobile_app,ses_ec29a9e22b38,0.37
uix_e6d9bcaf,usr_d981bf20,poi,poi_c54e9c8a,dismiss,2025-07-25T04:30:00+05:30,,,,,mobile_app,ses_68e2ab5a1f1f,-0.6
uix_adc1079e,usr_d981bf20,hotel,htl_47d978bd,dismiss,2026-06-12T20:00:00+05:30,,,,,call_centre,ses_ebb5bd471084,-0.61
uix_255ac721,usr_d981bf20,poi,poi_b76d6bf5,view,2026-08-12T13:00:00+05:30,53,1,,,web,ses_b9b04c450aae,0.31
uix_d93f8133,usr_acaaf191,hotel,htl_ddccdc31,view,2026-04-16T03:15:00+05:30,7,13,,,mobile_app,ses_9edef45119d7,0.21
uix_e65998d9,usr_acaaf191,package,pkg_67641f92,view,2025-07-16T16:45:00+05:30,14,14,,,mobile_app,ses_609081f8d5b9,0.24
uix_6297f913,usr_acaaf191,package,pkg_2d89ae17,view,2025-09-23T10:30:00+05:30,11,3,,,mobile_app,ses_f93033e3562d,0.27
uix_0b908cc8,usr_acaaf191,poi,poi_9737e8e9,search,2026-05-19T01:30:00+05:30,,,vegetarian friendly place near the temple,hi,mobile_app,ses_8829262a5c16,0.17
uix_2fbbdc9f,usr_acaaf191,poi,poi_2b595469,like,2026-01-03T12:30:00+05:30,,,,,web,ses_848e8626ecae,0.89
uix_04ff7d3a,usr_acaaf191,poi,poi_101f364b,click,2025-10-10T07:45:00+05:30,,9,,,partner,ses_d416da564ae7,0.58
uix_4ecc6b75,usr_acaaf191,package,pkg_67641f92,view,2026-05-13T06:00:00+05:30,22,19,,,mobile_app,ses_ab647625fa1c,
uix_df34c435,usr_acaaf191,poi,poi_16ee7fea,view,2025-09-30T04:15:00+05:30,36,24,,,web,ses_d4ad25e98a23,0.3
uix_a464a7d5,usr_6c3fae7b,hotel,htl_30653890,view,2025-11-05T11:45:00+05:30,33,2,,,mobile_app,ses_b936c4dc53e3,0.37
uix_319ef92b,usr_6c3fae7b,poi,poi_4c2e1d24,view,2025-12-13T20:30:00+05:30,36,14,,,mobile_app,ses_84730bcc2bc7,
uix_66cc091d,usr_6c3fae7b,poi,poi_0f53485c,view,2026-06-30T09:00:00+05:30,22,4,,,mobile_app,ses_fbf081216fea,0.29
uix_abdf1e91,usr_6c3fae7b,poi,poi_b1aec06c,click,2026-06-06T09:00:00+05:30,,1,,,mobile_app,ses_e44ae81ad6dd,0.53
uix_573271d4,usr_6c3fae7b,poi,poi_25297fae,click,2026-03-11T05:30:00+05:30,,24,,,mobile_app,ses_a86f081054b9,0.57
uix_1b450bc4,usr_6c3fae7b,poi,poi_2f03bafe,click,2026-07-04T20:00:00+05:30,,6,,,web,ses_1e93d79f4d66,0.48
uix_ba9c4552,usr_6c3fae7b,poi,poi_0f53485c,like,2026-06-25T13:45:00+05:30,,,,,agent,ses_1b32b68a719b,0.75
uix_04131384,usr_6c3fae7b,hotel,htl_c8a743dd,view,2026-05-21T23:00:00+05:30,8,2,,,call_centre,ses_92ae5e2b2369,0.39
uix_9b5163e5,usr_6c3fae7b,hotel,htl_c8a743dd,like,2026-08-07T11:15:00+05:30,,,,,web,ses_52d0d00479a8,0.76
uix_9b463372,usr_6c3fae7b,poi,poi_f2cb7eae,click,2026-01-10T04:30:00+05:30,,3,,,web,ses_438ff0fde01e,0.53
uix_8cd5627f,usr_6c3fae7b,poi,poi_a79ecb61,view,2025-11-04T20:30:00+05:30,39,8,,,mobile_app,ses_8870ec8add8d,0.23
uix_9c963497,usr_6c3fae7b,poi,poi_66e3b067,save,2026-03-18T05:00:00+05:30,,,,,mobile_app,ses_8641ce820681,0.79
uix_7e0a8613,usr_6c3fae7b,poi,poi_df26bbb8,click,2026-02-02T03:30:00+05:30,,1,,,partner,ses_03e0f1eddd79,0.44
uix_59849bfb,usr_6c3fae7b,poi,poi_34992d1f,click,2026-06-20T08:30:00+05:30,,16,,,web,ses_fe5c794cb928,0.48
uix_cf0e1666,usr_6c3fae7b,poi,poi_a7aaf961,like,2026-04-29T16:45:00+05:30,,,,,web,ses_e661585b4b34,0.82
uix_e89f9ccc,usr_6c3fae7b,hotel,htl_c134b947,view,2026-08-07T17:15:00+05:30,24,6,,,web,ses_50ac49345862,0.37
uix_17fca6c9,usr_6c3fae7b,poi,poi_04e07eb8,click,2025-10-21T00:30:00+05:30,,19,,,mobile_app,ses_770c7966a267,0.43
uix_9f9b8ade,usr_6c3fae7b,poi,poi_04171cda,view,2025-07-15T04:45:00+05:30,23,14,,,agent,ses_06e09bcc0066,0.28
uix_a76da4d7,usr_6c3fae7b,poi,poi_98ccdcef,like,2026-05-07T13:45:00+05:30,,,,,web,ses_f2bc017ec3fc,0.75
uix_7786cc87,usr_6c3fae7b,poi,poi_07f7299f,search,2025-09-16T23:00:00+05:30,,,honeymoon package with a private pool,hi,mobile_app,ses_81138b0b32f6,
uix_57561df5,usr_6c3fae7b,poi,poi_1dc221bb,like,2026-02-01T14:15:00+05:30,,,,,web,ses_b45741d4a9f3,0.72
uix_66342b83,usr_6c3fae7b,poi,poi_11738258,view,2026-07-16T07:15:00+05:30,74,10,,,mobile_app,ses_3ab6041f3a3c,0.21
uix_e1ce4a8e,usr_6c3fae7b,hotel,htl_79d42624,save,2025-11-10T16:45:00+05:30,,,,,mobile_app,ses_5025f29597bb,
uix_416c47e9,usr_6c3fae7b,hotel,htl_7bb07d85,click,2025-10-29T00:30:00+05:30,,24,,,web,ses_b0cbdac5ad3e,0.48
uix_64fb3e15,usr_6c3fae7b,poi,poi_2da4d492,click,2026-02-24T05:45:00+05:30,,16,,,web,ses_a56323fceda8,0.41
uix_154009bd,usr_6c3fae7b,poi,poi_2bbb64cc,like,2026-06-16T20:00:00+05:30,,,,,web,ses_8bff321e43ad,0.82
uix_66fa4dd9,usr_6c3fae7b,poi,poi_0ca3ad9b,share,2025-11-11T16:30:00+05:30,,,,,web,ses_b13d0369274d,
uix_f12765aa,usr_6c3fae7b,hotel,htl_b36fd517,click,2026-01-06T10:45:00+05:30,,8,,,web,ses_0c6bdce5bda1,0.57
uix_437e53c8,usr_6c3fae7b,poi,poi_566ecbdf,like,2026-05-16T05:15:00+05:30,,,,,mobile_app,ses_3afc95236bd4,0.89
uix_752e7f20,usr_6c3fae7b,poi,poi_57db80c0,like,2026-07-17T06:15:00+05:30,,,,,web,ses_921a42f85c1e,0.74
uix_a0561d5d,usr_6c3fae7b,poi,poi_5d8f9902,view,2026-02-19T17:30:00+05:30,26,9,,,mobile_app,ses_d44211340b8c,0.4
uix_7542f613,usr_6c3fae7b,poi,poi_48807df0,view,2025-09-27T01:30:00+05:30,10,22,,,web,ses_20393a43ecbd,
uix_f13756e1,usr_6c3fae7b,poi,poi_4b6fd669,like,2026-05-03T14:00:00+05:30,,,,,web,ses_a67c935d5ddd,
uix_2ef7f9d5,usr_6c3fae7b,poi,poi_3ce3c3f2,search,2026-04-14T08:30:00+05:30,,,sunset viewpoint that is not crowded,ta,web,ses_04e3e65036ea,0.16
uix_74376480,usr_6c3fae7b,poi,poi_cc47d60b,click,2026-05-20T22:00:00+05:30,,18,,,web,ses_ad4447b7221f,0.59
uix_00790a44,usr_6c3fae7b,poi,poi_82ff3dc4,like,2026-04-19T19:00:00+05:30,,,,,mobile_app,ses_f29ffef8ebc6,
uix_844a3b28,usr_6c3fae7b,poi,poi_efeb9acf,save,2025-08-24T13:45:00+05:30,,,,,web,ses_344f588cccb5,0.84
uix_b3136b24,usr_6c3fae7b,poi,poi_6931cf3c,view,2025-08-17T21:00:00+05:30,99,8,,,mobile_app,ses_b42b2e86b6ef,0.33
uix_4f3a9174,usr_6c3fae7b,poi,poi_b919a3c1,view,2025-07-25T08:30:00+05:30,12,1,,,agent,ses_bb2e7b16bcbd,0.28
uix_829c8fae,usr_6c3fae7b,poi,poi_ebbd9619,view,2025-12-01T22:30:00+05:30,11,5,,,mobile_app,ses_2e1b91ab5c7d,
uix_680fa698,usr_6c3fae7b,poi,poi_78369b26,view,2026-03-05T10:30:00+05:30,7,16,,,mobile_app,ses_3721021b8d92,0.24
uix_a1aa5afe,usr_6c3fae7b,poi,poi_11738258,search,2025-09-02T02:15:00+05:30,,,street food tour in the evening,hi,mobile_app,ses_6f426023811d,
uix_0ea16073,usr_7af770b2,hotel,htl_ee1f6167,view,2025-09-25T12:00:00+05:30,35,15,,,mobile_app,ses_3414fe452fec,0.34
uix_bae17c30,usr_7af770b2,poi,poi_98e87396,view,2026-06-29T23:30:00+05:30,32,7,,,mobile_app,ses_3f8b5d3dbe74,
uix_06c50e91,usr_7af770b2,package,pkg_45ba1e27,view,2026-06-12T15:45:00+05:30,35,12,,,mobile_app,ses_37f339b9d706,0.29
uix_c295f9d0,usr_7af770b2,poi,poi_1dc221bb,view,2026-05-23T16:45:00+05:30,24,7,,,agent,ses_ec7eb4198843,0.4
uix_5b35d53c,usr_7af770b2,hotel,htl_bd6ac349,like,2026-08-13T15:30:00+05:30,,,,,mobile_app,ses_7fbd5e8a00d7,
uix_3a7f2611,usr_7af770b2,poi,poi_6cf96802,save,2026-05-12T00:00:00+05:30,,,,,web,ses_4b4ea4999f94,0.91
uix_e82481f9,usr_7af770b2,hotel,htl_df0a4506,save,2026-02-14T22:45:00+05:30,,,,,mobile_app,ses_5bb5fa71176f,
uix_ef0516b8,usr_7af770b2,poi,poi_5a5793a8,save,2026-07-11T21:00:00+05:30,,,,,web,ses_0f4660060974,0.9
uix_fc4828a4,usr_7af770b2,poi,poi_f70648bb,click,2025-11-11T03:30:00+05:30,,9,,,mobile_app,ses_4bf819d7496c,
uix_3fd185e6,usr_7af770b2,hotel,htl_d205a5e4,view,2025-09-01T11:45:00+05:30,17,14,,,mobile_app,ses_4c82c1e752f8,0.29
uix_05af91b6,usr_7af770b2,hotel,htl_b36fd517,click,2026-06-19T09:45:00+05:30,,1,,,agent,ses_da195428ad7e,0.47
uix_0dc91390,usr_7af770b2,poi,poi_99d11758,book,2025-11-21T18:45:00+05:30,,,,,web,ses_dd9729e66a1f,1.08
uix_b10843be,usr_7af770b2,poi,poi_3f1371cd,view,2025-09-04T12:15:00+05:30,79,15,,,mobile_app,ses_62944ec02923,0.22
uix_eb442f00,usr_7af770b2,poi,poi_3253659e,like,2025-12-15T03:30:00+05:30,,,,,web,ses_32bc3816a064,0.86
uix_6ad70c37,usr_7af770b2,poi,poi_78369b26,view,2025-11-30T11:15:00+05:30,21,9,,,agent,ses_439ef1cc8a0a,0.37
uix_d6d28226,usr_7af770b2,hotel,htl_76c57a96,like,2026-02-02T19:15:00+05:30,,,,,mobile_app,ses_80f4ef599fe3,0.87
uix_38225210,usr_7af770b2,hotel,htl_4ad0f6f7,view,2025-11-17T06:15:00+05:30,22,1,,,web,ses_22778cfe5a97,0.39
uix_989827d0,usr_7af770b2,poi,poi_64524fe6,view,2026-04-24T17:15:00+05:30,48,21,,,web,ses_30c8ec3719c6,0.39
uix_6919b4b6,usr_7af770b2,poi,poi_19b1930f,view,2026-06-24T04:30:00+05:30,37,12,,,mobile_app,ses_fef477b8c322,0.27
uix_024c2bfd,usr_7af770b2,poi,poi_f10b95a4,view,2026-01-17T17:00:00+05:30,69,6,,,mobile_app,ses_23dbd97010a7,
uix_2dcde9fa,usr_7af770b2,poi,poi_1b25272a,view,2026-03-08T18:15:00+05:30,6,11,,,partner,ses_b65c20393f3f,0.32
uix_eca60469,usr_7af770b2,poi,poi_d2d9d668,search,2026-05-23T08:30:00+05:30,,,family hotel with a kids pool,ta,web,ses_c5fcc8a39e3c,0.06
uix_278aad1b,usr_7af770b2,poi,poi_9f8cf411,save,2025-10-21T13:30:00+05:30,,,,,mobile_app,ses_d981c4c09d8d,0.82
uix_cef201a7,usr_7af770b2,poi,poi_a6ab1a68,click,2026-05-06T19:45:00+05:30,,13,,,web,ses_55da7e0a43f2,
uix_7f61458e,usr_7af770b2,hotel,htl_48b38cd2,click,2026-08-14T01:30:00+05:30,,19,,,web,ses_91d7845c3833,0.45
uix_1fc4e63d,usr_7af770b2,package,pkg_d8d9930a,view,2025-09-07T03:30:00+05:30,18,18,,,web,ses_db13c630b4c6,0.25
uix_91b5ecef,usr_7af770b2,poi,poi_2254e322,click,2026-02-09T05:30:00+05:30,,4,,,web,ses_aacc607aa991,
uix_3f16e651,usr_7af770b2,poi,poi_0ca3ad9b,save,2026-06-10T17:00:00+05:30,,,,,web,ses_bf7ad524db38,0.93
uix_227af836,usr_7af770b2,poi,poi_92cf9d43,dismiss,2026-03-08T19:30:00+05:30,,,,,web,ses_1dc091c89cb0,-0.58
uix_ac675387,usr_7af770b2,poi,poi_57db80c0,view,2025-11-23T23:15:00+05:30,16,11,,,mobile_app,ses_0aa143f93477,
uix_e4781269,usr_7af770b2,poi,poi_64a35db3,search,2026-03-31T02:45:00+05:30,,,heritage walk with a guide,ta,mobile_app,ses_b4e0f2284ec3,0.14
uix_251d9ff7,usr_7af770b2,poi,poi_1095ead0,view,2026-05-07T06:00:00+05:30,5,19,,,partner,ses_cc4dfef9a3ab,0.3
uix_bcb5b970,usr_7af770b2,hotel,htl_0a785439,book,2025-09-27T11:45:00+05:30,,,,,web,ses_538f7d98f42e,1.04
uix_8a06c190,usr_7af770b2,hotel,htl_ec9ef535,view,2026-04-27T06:45:00+05:30,46,2,,,mobile_app,ses_d4d349d3282d,0.39
uix_f8556c97,usr_7af770b2,poi,poi_c2b659ff,view,2026-03-22T08:45:00+05:30,8,23,,,web,ses_edcb1b926a67,0.31
uix_f07c3c03,usr_7af770b2,package,pkg_9a5a8536,view,2026-08-17T21:15:00+05:30,10,12,,,mobile_app,ses_ab9704059f26,0.22
uix_cc5e1692,usr_7af770b2,poi,poi_52747f81,click,2026-02-25T08:45:00+05:30,,14,,,mobile_app,ses_0e8d538898c6,0.53
uix_bd6a521e,usr_7af770b2,poi,poi_7d154e6e,view,2026-04-01T21:15:00+05:30,69,7,,,web,ses_d28f3499aaa7,
uix_f086fe53,usr_8aafd512,hotel,htl_7bdd1aff,view,2026-03-27T16:00:00+05:30,28,11,,,mobile_app,ses_3c776ebcb5b6,0.37
uix_d4ab234d,usr_8aafd512,poi,poi_b2db71d0,click,2025-12-29T02:00:00+05:30,,9,,,mobile_app,ses_211aed2554a4,0.52
uix_628f106b,usr_8aafd512,poi,poi_a7c6fce8,view,2026-03-18T12:15:00+05:30,24,11,,,web,ses_d38cb0267c1a,
